source_id,source_type,target_id,target_type,declared_in,line_number
P-0022,P,ST-0121,ST,03_knowledge_base/principles/P-0022_ttc_dreiklang_als_notwendige_kombination.md,63
P-0023,P,A-0022,A,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,49
P-0023,P,MEC-0013,MEC,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,42
P-0023,P,MEC-0014,MEC,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,41
P-0023,P,P-0021,P,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,82
P-0023,P,P-0022,P,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,81
P-0023,P,ST-0113,ST,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,48
P-0023,P,ST-0126,ST,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,33
P-0023,P,ST-0127,ST,03_knowledge_base/principles/P-0023_champion_als_internen_mobilizer_befahigen.md,47
P-0024,P,A-0018,A,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,43
P-0024,P,A-0020,A,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,45
P-0024,P,A-0023,A,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,44
P-0024,P,P-0021,P,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,84
P-0024,P,P-0022,P,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,83
P-0024,P,ST-0119,ST,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,52
P-0024,P,ST-0121,ST,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,49
P-0024,P,ST-0129,ST,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,27
P-0024,P,ST-0130,ST,03_knowledge_base/principles/P-0024_vertriebstransformation_als_organisationale_systemfahigkeit.md,51
P-0025,P,A-0024,A,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,21
P-0025,P,A-0026,A,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,21
P-0025,P,A-0028,A,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,21
P-0025,P,A-0029,A,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,38
P-0025,P,MEC-0002,MEC,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,29
P-0025,P,MEC-0004,MEC,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,30
P-0025,P,MEC-0015,MEC,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,31
P-0025,P,P-0004,P,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,48
P-0025,P,P-0021,P,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,53
P-0025,P,T-0022,T,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,44
P-0025,P,T-0023,T,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,42
P-0025,P,T-0025,T,03_knowledge_base/principles/P-0025_vollstaendige_gap_diagnose_vor_loesung.md,43
P-0026,P,A-0018,A,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,32
P-0026,P,A-0026,A,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,21
P-0026,P,A-0029,A,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,17
P-0026,P,MEC-0008,MEC,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,25
P-0026,P,MEC-0013,MEC,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,26
P-0026,P,T-0022,T,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,38
P-0026,P,T-0023,T,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,37
P-0026,P,T-0025,T,03_knowledge_base/principles/P-0026_problem_zentrierung_als_differenzierung.md,36
P-0027,P,A-0030,A,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,17
P-0027,P,MEC-0014,MEC,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,23
P-0027,P,MEC-0016,MEC,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,17
P-0027,P,ST-0142,ST,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,29
P-0027,P,ST-0151,ST,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,13
P-0027,P,ST-0154,ST,03_knowledge_base/principles/P-0027_entscheidungsfahigkeits_qualifikation.md,13
P-0028,P,A-0032,A,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,17
P-0028,P,MEC-0003,MEC,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,23
P-0028,P,MEC-0015,MEC,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,13
P-0028,P,MEC-0016,MEC,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,27
P-0028,P,MOD-0004,MOD,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,32
P-0028,P,P-S1-004,P,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,28
P-0028,P,ST-0156,ST,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,17
P-0028,P,ST-0157,ST,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,13
P-0028,P,T-0027,T,03_knowledge_base/principles/P-0028_empfehlung_statt_optionen.md,27
P-0029,P,A-0034,A,03_knowledge_base/principles/P-0029_informationsfluss_kontrollieren.md,17
P-0029,P,MEC-0008,MEC,03_knowledge_base/principles/P-0029_informationsfluss_kontrollieren.md,27
P-0029,P,ST-0146,ST,03_knowledge_base/principles/P-0029_informationsfluss_kontrollieren.md,28
P-0029,P,ST-0158,ST,03_knowledge_base/principles/P-0029_informationsfluss_kontrollieren.md,13
P-0029,P,T-0028,T,03_knowledge_base/principles/P-0029_informationsfluss_kontrollieren.md,27
P-0030,P,A-0031,A,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,17
P-0030,P,A-0033,A,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,13
P-0030,P,MEC-0003,MEC,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,27
P-0030,P,MEC-0016,MEC,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,13
P-0030,P,ST-0159,ST,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,13
P-0030,P,ST-0160,ST,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,17
P-0030,P,T-0029,T,03_knowledge_base/principles/P-0030_risikoabbau_statt_risikoaktivierung.md,27
P-0031,P,A-0036,A,03_knowledge_base/principles/P-0031_interessen_statt_positionen_fokussieren.md,13
P-0031,P,MEC-0017,MEC,03_knowledge_base/principles/P-0031_interessen_statt_positionen_fokussieren.md,10
P-0031,P,ST-0166,ST,03_knowledge_base/principles/P-0031_interessen_statt_positionen_fokussieren.md,10
P-0031,P,ST-0172,ST,03_knowledge_base/principles/P-0031_interessen_statt_positionen_fokussieren.md,10
P-0032,P,A-0039,A,03_knowledge_base/principles/P-0032_objektive_kriterien_als_einigungsbasis.md,10
P-0032,P,MEC-0003,MEC,03_knowledge_base/principles/P-0032_objektive_kriterien_als_einigungsbasis.md,22
P-0032,P,MEC-0012,MEC,03_knowledge_base/principles/P-0032_objektive_kriterien_als_einigungsbasis.md,10
P-0032,P,ST-0169,ST,03_knowledge_base/principles/P-0032_objektive_kriterien_als_einigungsbasis.md,10
P-0033,P,A-0038,A,03_knowledge_base/principles/P-0033_batna_entwickeln_und_kennen.md,10
P-0033,P,ST-0167,ST,03_knowledge_base/principles/P-0033_batna_entwickeln_und_kennen.md,10
P-0033,P,T-0021,T,03_knowledge_base/principles/P-0033_batna_entwickeln_und_kennen.md,21
P-0034,P,A-0037,A,03_knowledge_base/principles/P-0034_menschen_vom_problem_trennen_in_verhandlungen.md,10
P-0034,P,MEC-0010,MEC,03_knowledge_base/principles/P-0034_menschen_vom_problem_trennen_in_verhandlungen.md,21
P-0034,P,ST-0168,ST,03_knowledge_base/principles/P-0034_menschen_vom_problem_trennen_in_verhandlungen.md,10
P-0034,P,ST-0174,ST,03_knowledge_base/principles/P-0034_menschen_vom_problem_trennen_in_verhandlungen.md,13
P-0035,P,A-0040,A,03_knowledge_base/principles/P-0035_rahmen_zuerst_pre_suasion.md,32
P-0035,P,MEC-0018,MEC,03_knowledge_base/principles/P-0035_rahmen_zuerst_pre_suasion.md,17
P-0035,P,ST-0175,ST,03_knowledge_base/principles/P-0035_rahmen_zuerst_pre_suasion.md,31
P-0035,P,T-0035,T,03_knowledge_base/principles/P-0035_rahmen_zuerst_pre_suasion.md,30
P-0036,P,MEC-0018,MEC,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,35
P-0036,P,MEC-0027,MEC,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,52
P-0036,P,P-0021,P,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,37
P-0036,P,ST-0176,ST,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,17
P-0036,P,ST-0177,ST,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,17
P-0036,P,T-0035,T,03_knowledge_base/principles/P-0036_aufmerksamkeit_strategisch_lenken.md,36
P-0037,P,MEC-0007,MEC,03_knowledge_base/principles/P-0037_unity_kontext_vor_bitte.md,17
P-0037,P,MEC-0019,MEC,03_knowledge_base/principles/P-0037_unity_kontext_vor_bitte.md,17
P-0037,P,ST-0181,ST,03_knowledge_base/principles/P-0037_unity_kontext_vor_bitte.md,37
P-0037,P,ST-0182,ST,03_knowledge_base/principles/P-0037_unity_kontext_vor_bitte.md,38
P-0037,P,T-0037,T,03_knowledge_base/principles/P-0037_unity_kontext_vor_bitte.md,36
P-0038,P,MEC-0001,MEC,03_knowledge_base/principles/P-0038_problem_finding_vor_problem_solving.md,35
P-0038,P,MEC-0013,MEC,03_knowledge_base/principles/P-0038_problem_finding_vor_problem_solving.md,34
P-0038,P,MOD-0009,MOD,03_knowledge_base/principles/P-0038_problem_finding_vor_problem_solving.md,36
P-0038,P,ST-0187,ST,03_knowledge_base/principles/P-0038_problem_finding_vor_problem_solving.md,33
P-0038,P,ST-0191,ST,03_knowledge_base/principles/P-0038_problem_finding_vor_problem_solving.md,9
P-0039,P,MOD-0009,MOD,03_knowledge_base/principles/P-0039_buoyancy_erklaerungsstil.md,39
P-0039,P,ST-0190,ST,03_knowledge_base/principles/P-0039_buoyancy_erklaerungsstil.md,33
P-0039,P,T-0038,T,03_knowledge_base/principles/P-0039_buoyancy_erklaerungsstil.md,28
P-0040,P,A-0045,A,03_knowledge_base/principles/P-0040_purposeful_serving.md,35
P-0040,P,MEC-0030,MEC,03_knowledge_base/principles/P-0040_purposeful_serving.md,44
P-0040,P,MOD-0009,MOD,03_knowledge_base/principles/P-0040_purposeful_serving.md,36
P-0040,P,ST-0192,ST,03_knowledge_base/principles/P-0040_purposeful_serving.md,17
P-0041,P,A-0047,A,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,9
P-0041,P,MEC-0012,MEC,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,33
P-0041,P,MEC-0018,MEC,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,34
P-0041,P,ST-0194,ST,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,9
P-0041,P,ST-0196,ST,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,25
P-0041,P,ST-0197,ST,03_knowledge_base/principles/P-0041_system1_kompatible_darstellung.md,9
P-0042,P,A-0048,A,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,9
P-0042,P,MEC-0002,MEC,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,20
P-0042,P,MEC-0003,MEC,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,37
P-0042,P,MEC-0021,MEC,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,29
P-0042,P,ST-0195,ST,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,9
P-0042,P,ST-0223,ST,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,44
P-0042,P,ST-0224,ST,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,44
P-0042,P,ST-0269,ST,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,52
P-0042,P,ST-0271,ST,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,54
P-0042,P,T-0040,T,03_knowledge_base/principles/P-0042_ankerkontrolle_im_preisgespraech.md,31
P-0043,P,MEC-0016,MEC,03_knowledge_base/principles/P-0043_outside_view_referenzklassen.md,30
P-0043,P,ST-0200,ST,03_knowledge_base/principles/P-0043_outside_view_referenzklassen.md,29
P-0043,P,ST-0201,ST,03_knowledge_base/principles/P-0043_outside_view_referenzklassen.md,9
P-0044,P,MEC-0010,MEC,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,21
P-0044,P,MEC-0022,MEC,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,21
P-0044,P,P-0016,P,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,40
P-0044,P,ST-0210,ST,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,38
P-0044,P,ST-0211,ST,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,39
P-0044,P,T-0042,T,03_knowledge_base/principles/P-0044_verhaltenskritik_statt_charakterangriff.md,64
P-0045,P,A-0008,A,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,25
P-0045,P,MEC-0003,MEC,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,56
P-0045,P,MEC-0009,MEC,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,25
P-0045,P,ST-0219,ST,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,38
P-0045,P,ST-0220,ST,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,39
P-0045,P,ST-0221,ST,03_knowledge_base/principles/P-0045_decoy_angebotsstrukturierung.md,40
P-0046,P,A-0050,A,03_knowledge_base/principles/P-0046_kostenlos_als_kategorial_eigenstaendiges_instrument.md,25
P-0046,P,MEC-0023,MEC,03_knowledge_base/principles/P-0046_kostenlos_als_kategorial_eigenstaendiges_instrument.md,25
P-0046,P,ST-0225,ST,03_knowledge_base/principles/P-0046_kostenlos_als_kategorial_eigenstaendiges_instrument.md,38
P-0046,P,ST-0226,ST,03_knowledge_base/principles/P-0046_kostenlos_als_kategorial_eigenstaendiges_instrument.md,39
P-0047,P,A-0051,A,03_knowledge_base/principles/P-0047_rahmungskontrolle_sozial_vs_marktnorm.md,25
P-0047,P,MEC-0005,MEC,03_knowledge_base/principles/P-0047_rahmungskontrolle_sozial_vs_marktnorm.md,25
P-0047,P,ST-0240,ST,03_knowledge_base/principles/P-0047_rahmungskontrolle_sozial_vs_marktnorm.md,38
P-0047,P,ST-0246,ST,03_knowledge_base/principles/P-0047_rahmungskontrolle_sozial_vs_marktnorm.md,39
P-0048,P,MEC-0002,MEC,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,25
P-0048,P,MEC-0008,MEC,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,25
P-0048,P,MEC-0021,MEC,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,55
P-0048,P,MEC-0024,MEC,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,61
P-0048,P,MOD-0011,MOD,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,73
P-0048,P,ST-0251,ST,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,38
P-0048,P,ST-0252,ST,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,39
P-0048,P,ST-0254,ST,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,40
P-0048,P,ST-0255,ST,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,41
P-0048,P,ST-0256,ST,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,41
P-0048,P,T-0044,T,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,65
P-0048,P,T-0045,T,03_knowledge_base/principles/P-0048_default_option_wahlarchitektur.md,61
P-0049,P,A-0054,A,03_knowledge_base/principles/P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,25
P-0049,P,MEC-0001,MEC,03_knowledge_base/principles/P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,25
P-0049,P,MEC-0002,MEC,03_knowledge_base/principles/P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,25
P-0049,P,MOD-0011,MOD,03_knowledge_base/principles/P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,71
P-0049,P,ST-0253,ST,03_knowledge_base/principles/P-0049_commitment_verzoegerung_verlustvermeidung_kombination.md,38
P-0050,P,A-0055,A,03_knowledge_base/principles/P-0050_reibungsreduktion_als_konversionshebel.md,25
P-0050,P,MEC-0024,MEC,03_knowledge_base/principles/P-0050_reibungsreduktion_als_konversionshebel.md,25
P-0050,P,MOD-0011,MOD,03_knowledge_base/principles/P-0050_reibungsreduktion_als_konversionshebel.md,72
P-0050,P,ST-0257,ST,03_knowledge_base/principles/P-0050_reibungsreduktion_als_konversionshebel.md,37
P-0050,P,T-0045,T,03_knowledge_base/principles/P-0050_reibungsreduktion_als_konversionshebel.md,60
P-0051,P,A-0056,A,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,38
P-0051,P,MEC-0002,MEC,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,39
P-0051,P,MEC-0009,MEC,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,51
P-0051,P,MEC-0021,MEC,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,50
P-0051,P,MEC-0025,MEC,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,35
P-0051,P,MOD-0010,MOD,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,91
P-0051,P,P-0014,P,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,51
P-0051,P,P-0042,P,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,50
P-0051,P,ST-0275,ST,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,55
P-0051,P,ST-0276,ST,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,55
P-0051,P,ST-0277,ST,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,56
P-0051,P,ST-0278,ST,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,57
P-0051,P,ST-0283,ST,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,78
P-0051,P,ST-0285,ST,03_knowledge_base/principles/P-0051_fairness_schwelle_beachten.md,55
P-0052,P,A-0059,A,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,29
P-0052,P,A-0060,A,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,30
P-0052,P,MEC-0006,MEC,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,41
P-0052,P,MEC-0008,MEC,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,17
P-0052,P,ST-0295,ST,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,17
P-0052,P,ST-0296,ST,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,33
P-0052,P,ST-0309,ST,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,17
P-0052,P,T-0047,T,03_knowledge_base/principles/P-0052_glaubwuerdigkeit_durch_testbare_nachweise.md,35
P-0053,P,A-0057,A,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,17
P-0053,P,MEC-0026,MEC,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,17
P-0053,P,MEC-0028,MEC,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,17
P-0053,P,MOD-0009,MOD,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,39
P-0053,P,ST-0292,ST,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,32
P-0053,P,ST-0293,ST,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,32
P-0053,P,ST-0308,ST,03_knowledge_base/principles/P-0053_konkretheit_gegen_curse_of_knowledge.md,33
P-S1-001,P,A-0024,A,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,13
P-S1-001,P,A-0025,A,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,13
P-S1-001,P,A-0027,A,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,13
P-S1-001,P,MEC-0002,MEC,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,9
P-S1-001,P,MEC-0005,MEC,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,60
P-S1-001,P,MEC-0009,MEC,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,60
P-S1-001,P,P-0002,P,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,12
P-S1-001,P,T-0003,T,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,14
P-S1-001,P,T-0015,T,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,14
P-S1-001,P,T-0019,T,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,14
P-S1-001,P,T-0023,T,03_knowledge_base/principles/P-S1-001_cost_of_inaction_universeller_kaufmotivator.md,45
P-S1-002,P,MEC-0001,MEC,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,42
P-S1-002,P,MEC-0004,MEC,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,9
P-S1-002,P,P-0007,P,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,12
P-S1-002,P,P-0023,P,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,30
P-S1-002,P,ST-0145,ST,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,13
P-S1-002,P,T-0004,T,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,14
P-S1-002,P,T-0020,T,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,14
P-S1-002,P,T-0022,T,03_knowledge_base/principles/P-S1-002_mikro_commitment_sequenz_als_kaufstruktur.md,43
P-S1-003,P,A-0016,A,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,28
P-S1-003,P,A-0019,A,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,12
P-S1-003,P,A-0020,A,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,58
P-S1-003,P,A-0026,A,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,12
P-S1-003,P,A-0029,A,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,12
P-S1-003,P,P-0004,P,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,11
P-S1-003,P,P-0021,P,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,11
P-S1-003,P,P-0026,P,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,11
P-S1-003,P,ST-0148,ST,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,41
P-S1-003,P,T-0017,T,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,13
P-S1-003,P,T-0019,T,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,43
P-S1-003,P,T-0023,T,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,13
P-S1-003,P,T-0024,T,03_knowledge_base/principles/P-S1-003_problemzentrierung_als_universelles_differenzierungsprinzip.md,13
P-S1-004,P,MEC-0002,MEC,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,50
P-S1-004,P,MEC-0012,MEC,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,50
P-S1-004,P,MEC-0015,MEC,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,11
P-S1-004,P,P-0005,P,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,12
P-S1-004,P,P-0008,P,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,12
P-S1-004,P,ST-0148,ST,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,44
P-S1-004,P,T-0019,T,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,13
P-S1-004,P,T-0022,T,03_knowledge_base/principles/P-S1-004_informationssparsamkeit_als_wirkungsverstaerker.md,13
ST-0001,ST,A-0001,A,03_knowledge_base/statements/ST-0001_small_vs_major_sale_distinction.md,35
ST-0001,ST,P-0003,P,03_knowledge_base/statements/ST-0001_small_vs_major_sale_distinction.md,40
ST-0002,ST,A-0002,A,03_knowledge_base/statements/ST-0002_huthwaite_research_methodology.md,41
ST-0003,ST,A-0001,A,03_knowledge_base/statements/ST-0003_classic_techniques_fail_in_major_sales.md,44
ST-0003,ST,P-0003,P,03_knowledge_base/statements/ST-0003_classic_techniques_fail_in_major_sales.md,49
ST-0004,ST,P-0004,P,03_knowledge_base/statements/ST-0004_four_call_outcomes.md,53
ST-0005,ST,A-0001,A,03_knowledge_base/statements/ST-0005_closing_frequency_negative_correlation.md,43
ST-0005,ST,P-0003,P,03_knowledge_base/statements/ST-0005_closing_frequency_negative_correlation.md,48
ST-0005,ST,P-0007,P,03_knowledge_base/statements/ST-0005_closing_frequency_negative_correlation.md,49
ST-0006,ST,P-0007,P,03_knowledge_base/statements/ST-0006_commitment_securing_replaces_closing.md,38
ST-0006,ST,ST-0004,ST,03_knowledge_base/statements/ST-0006_commitment_securing_replaces_closing.md,37
ST-0006,ST,ST-0005,ST,03_knowledge_base/statements/ST-0006_commitment_securing_replaces_closing.md,36
